Year,FIPS,State,County,Year,health_outcomes_rank,health_factors_rank,life_length_rank,life_quality_rank,health_behav_rank,clinical_care_rank,socio_econ_fact_rank,physical_env_rank,premature_deaths,premature_death_ypll_rate,ypll_black,ypll_hispanic,ypll_white,life_expectancy,life_expectancy_black,life_expectancy_hispanic,life_expectancy_white,poor_or_fair_health_percent,poor_physical_health_days_avg,adult_smoking_percent,excessive_drinking_percent,adult_obesity_percent,food_env_index,uninsured_percent,number_of_diabetics,percent_receiving_hba1c,percent_receiving_hba1c_black,percent_receiving_hba1c_white,AFGR,hs_grad_rate,PSED_completion_rate,unemployed_percent,income_inequality_GINI,income_ineq_80th_percentile_income,income_ineq_20th_percentile_income,income_ineq_income_ratio,percent_no_emo_social_support,percent_access_healthy_food_access,percent_limited_access_healthy_food_access,percent_food_insecure,percent_fast_food,access_exercise_opp_percent,access_rec_fac_rate,park_access_percent,diabetic_percent,binge_drinking_percent,physical_inactivity_percent,median_household_income,res_segregation_index_black_white,res_segregation_index_nonwh_white,liquor_store_density_rate,african_american_percent,american_indian_percent,asian_percent,pacific_islander_percent,hispanic_percent,nonhispanic_white_percent,not_eng_prof_percent,female,rural
2017,22007,Louisiana,Assumption,2017,21,30,16,31,15,21,34,50,331,8806,,,,,,,,21,4.4,19,17,35,6.5,18,365,89,,,,81,45,7.8,,96201,17843,5.4,,,13,15,,58,,,14,,33,48516,48,46,,29.8,0.6,0.4,0.1,2.6,65.9,0.8,51.1,45
2017,22009,Louisiana,Avoyelles,2017,41,53,43,42,54,52,55,16,774,10565,,,,,,,,23,4.5,22,17,37,6.1,18,720,77,,,,72,36.6,7.4,,76464,14201,5.4,,,11,18,,20,,,14,,36,34803,36,35,,29.4,1.3,0.7,0,1.8,65.3,0.5,49.8,63.8
2017,22011,Louisiana,Beauregard,2017,9,15,14,12,31,41,10,3,586,8741,,,,,,,,20,4.3,20,19,36,6.7,17,802,82,,,,94,44.1,6.3,,92782,17616,5.3,,,15,13,,28,,,13,,28,48206,61,53,,12.8,1.2,0.8,0.1,3.9,79.3,0.6,48.8,66.5
2017,22013,Louisiana,Bienville,2017,59,43,57,60,52,31,32,49,277,11936,,,,,,,,25,4.9,22,15,38,5.5,16,296,89,,,,93,44.4,8.2,,75665,12639,6,,,12,20,,17,,,14,,35,34565,37,37,,41.2,0.4,0.4,0,1.6,55.1,0.2,52.3,79.8
2017,22015,Louisiana,Bossier,2017,5,7,4,8,6,9,4,63,1455,7394,,,,,,,,17,3.9,18,18,35,7.4,15,1809,86,,,,85,66.8,5.6,,102305,22180,4.6,,,7,13,,82,,,12,,27,55403,40,35,,21.5,0.7,1.8,0.1,6.6,67.5,1.1,50.6,24.3
2017,22017,Louisiana,Caddo,2017,51,28,45,51,29,4,36,64,4131,10627,,,,,,,,21,4.3,21,15,34,5.3,16,3379,84,,,,75,57.6,7.1,,91662,16422,5.6,,,14,20,,82,,,12,,28,41081,62,59,,48.1,0.5,1.3,0.1,2.8,46,0.6,52.5,14.4
2017,22019,Louisiana,Calcasieu,2017,19,10,26,13,11,15,12,42,3009,9486,,,,,,,,19,4,20,17,32,7,17,3138,85,,,,83,55.9,5.4,,96306,18678,5.2,,,8,15,,74,,,12,,32,46523,63,59,,25.1,0.5,1.3,0.1,3.2,68.3,0.5,51.2,20.5
2017,22021,Louisiana,Caldwell,2017,50,50,49,44,38,63,42,29,190,11184,,,,,,,,21,4.6,21,17,36,7.4,18,208,82,,,,93,33.5,8.2,,81500,12240,6.7,,,4,15,,32,,,12,,33,38564,22,22,,17,0.4,0.3,0,2.8,78.4,1,48.8,100
2017,22023,Louisiana,Cameron,2017,1,1,1,1,2,13,1,5,62,5313,,,,,,,,15,3.6,17,20,32,8.4,16,38,82,,,,93,61.8,4.6,,108276,25865,4.2,,,10,7,,67,,,12,,28,56259,28,28,,4.5,0.6,0.2,0,3.7,90,0.5,50,100
2017,22025,Louisiana,Catahoula,2017,58,57,62,45,44,56,57,24,212,12861,,,,,,,,23,4.6,22,17,35,6.5,20,223,79,,,,73,35.7,9.3,,83909,13187,6.4,,,8,17,,31,,,11,,33,33958,47,45,,31.6,0.5,0.1,0,1.3,65.6,0.2,46.6,100
2017,22027,Louisiana,Claiborne,2017,47,52,21,61,53,51,47,53,272,9191,,,,,,,,26,4.9,24,16,37,6.1,20,285,84,,,,83,36.5,7.3,,71235,12171,5.9,,,4,21,,43,,,12,,30,33740,23,23,,50.3,0.5,0.9,0,1.5,45.6,0,43.6,82.4
2017,22029,Louisiana,Concordia,2017,61,59,61,58,58,57,58,18,390,12425,,,,,,,,24,4.8,23,15,38,5.1,21,344,73,,,,74,38.8,8.6,,65276,12219,5.3,,,11,22,,25,,,15,,36,33068,45,45,,40.4,0.4,0.3,0,1.2,56.9,0.2,49.2,33.5
2017,22031,Louisiana,De Soto,2017,39,49,23,57,56,39,41,54,424,9253,,,,,,,,23,4.7,22,15,39,6,18,555,82,,,,96,50.8,7.9,,91224,13279,6.9,,,10,19,,56,,,14,,33,41691,46,44,,37.2,1,0.4,0,2.8,57.8,0.7,51.8,77.3
2017,22033,Louisiana,East Baton Rouge,2017,27,4,33,21,3,1,18,21,5782,9719,,,,,,,,19,3.8,16,18,33,5.9,16,3505,84,,,,71,67.9,5.3,,103745,18669,5.6,,,11,18,,95,,,12,,25,50389,57,53,,45.7,0.3,3.4,0,4,45.5,1.4,52.1,6.9
2017,22035,Louisiana,East Carroll,2017,64,64,59,64,64,61,64,35,139,12220,,,,,,,,38,6.3,31,13,42,3.6,18,137,85,,,,,32.5,13.9,,46697,9038,5.2,,,6,32,,0,,,16,,36,26325,60,59,,66.9,0.3,0.6,0,2.3,29,0.2,46,34.6
2017,22037,Louisiana,East Feliciana,2017,37,36,46,29,42,24,28,47,401,10733,,,,,,,,21,4.4,20,16,42,6.5,15,331,83,,,,78,35.5,5.8,,92460,17478,5.3,,,9,17,,28,,,17,,31,43105,19,18,,43.7,0.4,0.4,0,1.4,52.8,0,46.1,100
2017,22039,Louisiana,Evangeline,2017,53,51,47,52,59,43,38,37,593,11060,,,,,,,,24,5,23,17,42,6.4,17,579,74,,,,80,41.8,7.4,,75624,13090,5.8,,,8,18,,55,,,12,,33,33407,47,43,,27.8,0.4,0.4,0,3.2,67.2,2.1,48.9,61.1
2017,22041,Louisiana,Franklin,2017,54,58,52,54,50,62,56,23,359,11294,,,,,,,,24,4.9,21,15,38,6,20,387,76,,,,78,34.9,9.5,,73397,12438,5.9,,,6,21,,27,,,14,,36,33845,47,48,,31.5,0.3,0.3,0.1,1.5,65.5,0.1,51.4,74.2
2017,22043,Louisiana,Grant,2017,20,24,32,11,18,40,25,19,344,9671,,,,,,,,20,4.3,20,19,34,7.3,17,386,84,,,,85,37.2,7.2,,81110,16837,4.8,,,8,14,,81,,,12,,27,43437,76,58,,15.5,1.1,0.5,0,4.7,76.6,1.8,43.9,85.6
2017,22045,Louisiana,Iberia,2017,29,38,29,30,26,20,50,41,1113,9553,,,,,,,,20,4.2,19,17,36,7,18,1390,82,,,,76,42.4,7.9,,93463,17899,5.2,,,5,16,,74,,,13,,30,45039,41,37,,31.8,0.6,3.2,0.1,4.1,59,1.8,51.1,28.1
2017,22047,Louisiana,Iberville,2017,45,40,50,36,40,17,49,57,606,11205,,,,,,,,21,4.2,21,17,40,6.8,16,335,83,,,,81,46.5,7.1,,94131,15415,6.1,,,3,19,,46,,,13,,29,42000,19,17,,48.3,0.2,0.5,0,2.5,47.7,0.3,49.1,59.2
2017,22049,Louisiana,Jackson,2017,26,29,13,41,32,49,19,22,292,8668,,,,,,,,22,4.6,21,15,35,6.2,17,366,83,,,,93,37.3,6,,79901,13892,5.8,,,10,18,,43,,,14,,36,41029,36,36,,29,0.3,0.3,0,1.6,67.5,0.6,48.8,65.5
2017,22051,Louisiana,Jefferson,2017,15,12,11,20,10,10,22,27,5943,8593,,,,,,,,20,4.4,19,20,35,7.6,18,3212,84,,,,73,58.6,5.7,,98554,19971,4.9,,,4,14,,97,,,12,,28,49503,58,50,,26.3,0.6,4.2,0.1,14.2,53.6,4.7,51.5,1.1
2017,22053,Louisiana,Jefferson Davis,2017,30,26,35,24,30,44,21,17,548,9961,,,,,,,,20,4.5,21,17,36,7.6,17,657,81,,,,90,42.2,6.2,,92353,14493,6.4,,,3,14,,36,,,13,,31,43677,34,31,,16.8,0.8,0.3,0,2.4,78,0.5,50.9,50.7
2017,22055,Louisiana,Lafayette,2017,4,5,2,6,4,5,11,43,2496,7025,,,,,,,,18,3.8,17,18,31,7,16,2610,81,,,,76,64.4,5.6,,112022,20055,5.6,,,9,14,,88,,,10,,25,52411,47,42,,25.7,0.4,1.8,0.1,4.6,66.1,1.8,51.1,8.3
2017,22057,Louisiana,Lafourche,2017,11,13,17,10,17,23,13,4,1326,8922,,,,,,,,18,4.2,19,21,37,7.6,18,1358,87,,,,84,43,5.3,,100441,20389,4.9,,,10,11,,76,,,11,,32,53482,48,33,,13.7,2.9,1,0.1,4.6,76.4,2.1,50.8,24.2
2017,22059,Louisiana,La Salle,2017,16,17,27,7,14,47,16,15,227,9513,,,,,,,,20,4.2,20,19,33,8.2,16,295,77,,,,98,38.4,6.7,,90065,15625,5.8,,,3,12,,17,,,13,,30,46258,46,29,,12.4,1.2,0.3,0,2.6,82.6,0.8,48.2,73.2
2017,22061,Louisiana,Lincoln,2017,18,23,7,39,33,30,17,51,512,7937,,,,,,,,25,4.8,22,17,37,4.6,21,541,85,,,,90,65.4,7.3,,83654,11671,7.2,,,16,22,,61,,,10,,29,38118,49,44,,41.1,0.4,1.6,0.1,2.8,53,1.2,51.2,40.7
2017,22063,Louisiana,Livingston,2017,13,11,24,9,12,18,7,60,1876,9256,,,,,,,,18,4.4,20,20,34,8.3,15,1089,88,,,,84,52.5,5.1,,108791,23242,4.7,,,5,10,,71,,,12,,30,58774,37,29,,6.4,0.5,0.7,0,3.6,87.9,0.3,50.7,41.1
2017,22065,Louisiana,Madison,2017,63,63,64,63,63,60,63,38,217,13036,,,,,,,,32,5.5,27,13,42,4.8,20,166,61,,,,73,35.1,9.3,,59815,10442,5.7,,,2,28,,69,,,11,,31,27225,61,60,,61.8,0.3,0.3,0,1.9,34.9,0.1,50.1,22.4
2017,22067,Louisiana,Morehouse,2017,56,62,56,59,62,46,62,59,539,11586,,,,,,,,26,5,23,14,39,4.6,18,459,75,,,,73,36.7,10.9,,62599,11424,5.5,,,14,24,,77,,,16,,36,31777,55,53,,47.5,0.2,0.5,0.1,1.3,49.3,0.2,51.9,50
2017,22069,Louisiana,Natchitoches,2017,38,41,31,48,41,22,44,45,572,9583,,,,,,,,24,4.8,22,17,35,5,18,689,85,,,,80,57.2,7.8,,77480,10357,7.5,,,15,21,,57,,,13,,29,33786,49,46,,41.3,1,0.6,0,2.3,53.2,0.2,52.2,50.1
2017,22071,Louisiana,Orleans,2017,40,22,42,40,27,12,39,7,5411,10390,,,,,,,,23,4.2,22,19,32,4.8,18,2479,79,,,,92,69,6.5,,90779,12145,7.5,,,12,24,,95,,,12,,24,38640,67,65,,58.5,0.3,3.1,0.1,5.6,31.3,2,52.3,0.6
2017,22073,Louisiana,Ouachita,2017,32,32,20,43,35,16,31,52,2212,9156,,,,,,,,22,4.4,21,15,36,4.9,17,2070,79,,,,82,54.2,6.6,,87524,14135,6.2,,,19,19,,72,,,12,,30,38453,68,65,,37.1,0.3,1,0,2.1,58.3,0.3,52.1,24.2
2017,22075,Louisiana,Plaquemines,2017,6,9,8,4,8,32,6,26,298,8019,,,,,,,,19,4.1,19,19,34,6.9,17,175,79,,,,91,50,5.5,,105005,20268,5.2,,,14,13,,65,,,11,,28,49122,62,48,,20.2,1.8,4,0.2,6.7,65.3,1.5,49.7,19.5
2017,22077,Louisiana,Pointe Coupee,2017,46,34,53,35,19,34,45,6,394,11318,,,,,,,,20,4.2,19,16,35,7,18,269,82,,,,73,44.9,6.5,,93716,16309,5.7,,,6,16,,18,,,12,,33,42919,50,48,,35.5,0.2,0.4,0,2.5,60.4,0.7,51.8,57.8
2017,22079,Louisiana,Rapides,2017,36,18,41,34,23,6,33,30,2197,10263,,,,,,,,22,4.7,21,16,36,5.8,16,2314,85,,,,74,49.8,6.4,,85662,16564,5.2,,,15,17,,73,,,13,,30,42758,60,57,,31.8,0.9,1.5,0,3,61.4,0.9,51.7,39.5
2017,22081,Louisiana,Red River,2017,55,55,58,56,61,58,43,40,182,12018,,,,,,,,25,4.8,22,15,40,6.4,18,143,74,,,,88,40.5,6.8,,74500,13117,5.7,,,8,18,,48,,,13,,36,41742,52,52,,39.1,0.5,0.3,0,1.7,57.6,0.5,51.4,100
2017,22083,Louisiana,Richland,2017,42,46,36,49,49,28,48,44,334,10017,,,,,,,,23,4.8,22,16,37,6.5,19,378,81,,,,81,37.7,8.6,,76950,15787,4.9,,,5,19,,20,,,14,,34,34588,57,56,,35.2,0.4,0.3,0,2.2,61,0,51.6,66
2017,22085,Louisiana,Sabine,2017,48,37,55,37,37,59,23,8,472,11472,,,,,,,,21,4.4,20,17,39,6.8,21,480,80,,,,87,44.9,7.1,,85580,15392,5.6,,,11,14,,16,,,15,,34,42196,50,36,,17,8.7,0.3,0,3.9,67.8,0.5,50.5,88.2
2017,22087,Louisiana,St. Bernard,2017,31,27,37,23,36,37,24,13,602,10057,,,,,,,,21,4.5,21,18,36,6.2,17,260,82,,,,85,51.4,6.6,,85395,17934,4.8,,,18,14,,79,,,14,,30,41540,38,32,,22.1,0.8,2.4,0.1,9.9,63.2,1.9,50.7,4.3
2017,22089,Louisiana,St. Charles,2017,7,6,9,5,7,11,5,25,619,8096,,,,,,,,16,3.7,17,20,36,6.8,14,308,85,,,,89,57.7,5.7,,115943,25830,4.5,,,15,12,,76,,,11,,26,61601,45,40,,26,0.4,1.1,0,6.1,65.2,1,50.8,11.5
2017,22091,Louisiana,St. Helena,2017,57,60,60,50,55,53,60,9,203,12257,,,,,,,,27,5.2,23,14,41,6,19,93,80,,,,68,32.2,8.9,,75476,13356,5.7,,,4,22,,,,,16,,34,36602,9,11,,52.4,0.4,0.1,0,1.5,44.2,0.5,51.3,100
2017,22093,Louisiana,St. James,2017,28,19,30,26,13,8,35,55,313,9578,,,,,,,,20,4,18,16,37,6.7,14,241,84,,,,79,48.8,8.3,,100539,19813,5.1,,,5,18,,38,,,15,,35,52258,44,44,,48.9,0.3,0.3,0,1.8,48.1,0.3,51.8,27.7
2017,22095,Louisiana,St. John the Baptist,2017,22,35,18,28,24,27,30,58,651,9026,,,,,,,,21,4.2,20,17,36,5.7,17,332,79,,,,78,48.7,7.3,,97230,21167,4.6,,,14,18,,65,,,14,,31,50596,43,41,,55,0.4,0.8,0.4,5.7,37,1.1,51.4,13.4
2017,22097,Louisiana,St. Landry,2017,52,56,51,46,57,19,59,48,1451,11220,,,,,,,,24,4.9,22,16,40,6.1,17,1616,79,,,,69,37.2,7.9,,75879,12075,6.3,,,6,20,,50,,,14,,32,33503,43,41,,41,0.4,0.5,0,2.1,54.9,0.6,51.8,48.2
2017,22099,Louisiana,St. Martin,2017,25,25,25,25,20,26,27,46,783,9387,,,,,,,,20,4.4,20,17,34,7.6,16,834,81,,,,83,44.8,6.7,,94564,18110,5.2,,,3,15,,54,,,11,,33,45435,30,27,,30.3,0.6,1,0,2.7,64.4,1.6,50.7,49.6
2017,22101,Louisiana,St. Mary,2017,34,39,34,32,43,29,40,14,868,9879,,,,,,,,22,4.6,21,17,38,6.4,19,1038,87,,,,84,35.9,7.5,,82332,15430,5.3,,,11,17,,62,,,15,,33,40945,37,34,,32,1.9,1.9,0.1,6.8,56,2,50.4,13
2017,22103,Louisiana,St. Tammany,2017,2,2,3,3,1,3,3,31,2970,7247,,,,,,,,15,3.9,18,19,28,8.2,15,1993,85,,,,83,67.6,5.3,,120815,26112,4.6,,,6,10,,82,,,10,,23,63499,51,41,,11.9,0.6,1.6,0.1,5.5,79,1.2,51.4,23.2
2017,22105,Louisiana,Tangipahoa,2017,35,45,39,33,48,36,46,28,1991,10224,,,,,,,,21,4.5,22,18,39,6.2,18,1764,85,,,,74,54,7.2,,89008,16139,5.5,,,11,17,,62,,,12,,33,41768,36,34,,29.9,0.4,0.8,0.1,4,63.8,0.8,51.5,40.9
2017,22107,Louisiana,Tensas,2017,62,61,48,62,60,54,61,2,85,11181,,,,,,,,30,5.6,25,12,35,2.3,20,100,76,,,,,37.1,9.7,,60135,11118,5.4,,,33,25,,27,,,16,,36,27077,43,43,,54.6,0.1,0.2,0,1.8,42,0.4,51.4,100
2017,22109,Louisiana,Terrebonne,2017,23,31,28,18,51,33,26,1,1692,9537,,,,,,,,20,4.3,20,21,40,7,19,1882,85,,,,76,43.7,5.9,,99129,19840,5,,,12,13,,84,,,12,,33,44450,36,32,,18.7,5.8,1.2,0.1,5.2,67.1,1.5,50.5,20.6
2017,22111,Louisiana,Union,2017,49,44,54,38,16,55,37,61,386,11396,,,,,,,,22,4.7,20,15,34,6.8,19,468,82,,,,78,40.8,7,,76899,12911,6,,,7,17,,32,,,16,,32,38741,44,43,,25.8,0.5,0.2,0.1,4.4,68.7,0.6,50.4,82.9
2017,22113,Louisiana,Vermilion,2017,12,16,10,19,9,38,20,34,775,8339,,,,,,,,19,4.2,20,18,31,8.1,17,964,80,,,,94,41.4,6.8,,96879,16536,5.9,,,2,13,,63,,,11,,30,46807,57,52,,14.5,0.4,2.4,0,3.3,78.2,2.1,51.4,54.6
2017,22115,Louisiana,Vernon,2017,17,20,19,14,46,50,8,11,671,9080,,,,,,,,21,4.4,21,20,37,6.3,15,981,78,,,,90,62.1,7.7,,85381,21359,4,,,15,15,,70,,,12,,27,44733,45,37,,13.9,1.7,2.1,0.5,9.4,69.8,1,47,49.9
2017,22117,Louisiana,Washington,2017,60,48,63,55,45,42,52,33,948,12938,,,,,,,,24,4.9,22,15,37,6.1,19,952,82,,,,82,39.9,7.6,,72528,11788,6.2,,,10,18,,46,,,15,,35,33453,37,36,,30.2,0.4,0.3,0,2.2,65.9,1.2,50.5,66.7
2017,22119,Louisiana,Webster,2017,43,42,38,53,25,25,53,56,778,10095,,,,,,,,23,4.8,21,15,36,6,18,803,83,,,,83,43.2,8.7,,73949,13817,5.4,,,10,19,,50,,,13,,33,34566,37,36,,33.8,0.5,0.5,0,1.8,62.3,0.1,51.3,53
2017,22121,Louisiana,West Baton Rouge,2017,14,14,15,17,21,14,15,36,362,8752,,,,,,,,19,4,19,18,40,7.1,14,213,80,,,,79,55.5,5.6,,115122,20844,5.5,,,4,17,,95,,,14,,32,55074,30,29,,38.5,0.2,0.6,0,3,56.7,0.9,50.9,30.5
2017,22123,Louisiana,West Carroll,2017,24,54,22,27,34,64,54,39,190,9230,,,,,,,,21,4.5,21,16,36,6.6,20,254,85,,,,93,30.2,13.3,,80468,15404,5.2,,,3,20,,27,,,16,,34,35484,21,16,,15.8,0.6,0.3,0,3.2,79.2,0.3,49.6,100
2017,22125,Louisiana,West Feliciana,2017,8,8,6,15,22,7,9,20,236,7656,,,,,,,,22,4.3,22,17,35,5.4,14,124,86,,,,88,48.8,5.2,,117542,20169,5.8,,,20,17,,37,,,12,,29,56680,19,18,,45.1,0.1,0.3,0,1.6,52,0.3,34.2,100
2017,22127,Louisiana,Winn,2017,44,47,44,47,47,48,51,10,287,10594,,,,,,,,24,4.9,23,16,38,5.8,18,332,82,,,,78,38,8.3,,81400,12274,6.6,,,13,18,,80,,,13,,32,36173,40,39,,30.3,0.8,0.4,0,2.1,65.1,0.1,46.7,64.9
2018,22000,Louisiana,,2018,,,,,,,,,,9440,,,,,,,,21,4.1,23,18,35,5.4,14,56864,83,1,1,,80,56.2,6.1,,98187,17338,5.7,,,10,17,,74,,,12,,30,45374,56,52,,32.1,0.8,1.8,0.1,5,59,1.4,51.1,26.8
2018,22001,Louisiana,Acadia,2018,32,30,37,28,28,34,32,12,,10227,14468,,9275,,,,,22,4.3,21,19,34,7.9,15,1223,82,78,83,,85,42.3,7.4,,84127,16242,5.2,,,1,15,,39,,,12,,36,40218,52,50,,17.8,0.4,0.4,0,2.4,77.7,1,51.4,51.7
2018,22003,Louisiana,Allen,2018,16,21,15,15,27,41,12,21,,9012,8157,,9429,,,,,19,4,21,19,35,7.2,14,411,81,80,81,,91,42.4,6.4,,82935,16219,5.1,,,12,14,,74,,,12,,30,41584,34,35,,22.3,2.4,0.6,0,2,71.3,1.8,43.1,69.4
2018,22005,Louisiana,Ascension,2018,3,3,3,3,4,2,2,62,,7034,9999,5148,6269,,,,,16,3.5,19,20,31,8.1,9,716,84,87,83,,88,63.1,4.9,,126068,28240,4.5,,,8,11,,68,,,12,,32,74212,43,39,,22.8,0.5,1.6,0.1,5.2,69,0.7,50.5,13.2
2018,22007,Louisiana,Assumption,2018,19,43,20,23,43,19,50,49,,9184,12721,,7884,,,,,20,4,19,18,42,6.7,13,365,89,90,88,,81,42.3,8.5,,98936,16815,5.9,,,14,15,,27,,,15,,35,45847,50,45,,29.6,0.7,0.4,0.1,2.9,65.7,0.9,51.3,45
2018,22009,Louisiana,Avoyelles,2018,44,55,47,46,53,59,53,31,,10714,11365,,10585,,,,,23,4.5,21,16,39,6.7,16,720,77,77,77,,72,35.8,7.1,,79243,14283,5.5,,,9,18,,21,,,13,,35,34997,35,35,,29.4,1.2,0.8,0,1.8,65.2,0.5,49.6,63.8
2018,22011,Louisiana,Beauregard,2018,15,12,13,14,20,48,7,3,,8903,9606,,9123,,,,,19,4.2,20,20,33,7.1,15,802,82,82,82,,94,46,6,,92969,18438,5,,,14,13,,19,,,11,,28,49436,59,49,,12.4,1.2,0.7,0.1,3.7,80.1,0.7,48.9,66.5
2018,22013,Louisiana,Bienville,2018,55,35,54,54,46,29,27,54,,11866,14780,,10010,,,,,21,4.3,20,15,39,5.9,14,296,89,90,88,,93,45.4,7.7,,78348,13195,5.9,,,12,21,,31,,,15,,35,33887,37,38,,41.6,0.4,0.3,0,1.8,54.5,0.3,52.2,79.8
2018,22015,Louisiana,Bossier,2018,5,6,6,12,5,12,4,63,,7651,9908,3363,7437,,,,,17,3.8,19,20,33,7.7,12,1809,86,85,87,,85,67.7,5.4,,101817,22163,4.6,,,8,13,,63,,,12,,28,50048,36,34,,21.7,0.6,1.9,0.1,6.6,67.2,1.1,50.5,24.3
2018,22017,Louisiana,Caddo,2018,48,33,48,50,37,4,41,64,,10856,13243,4414,8975,,,,,20,4,21,15,37,5.8,13,3379,84,82,85,,75,57.2,6.6,,89851,16083,5.6,,,14,20,,84,,,12,,30,38414,63,60,,48.8,0.5,1.3,0.1,2.8,45.3,0.6,52.6,14.4
2018,22019,Louisiana,Calcasieu,2018,20,11,29,13,22,8,11,46,,9931,13416,6478,8965,,,,,18,4,20,20,34,7.3,13,3138,85,81,86,,83,57.1,4.8,,97388,18792,5.2,,,9,15,,71,,,11,,30,47052,65,60,,25.2,0.6,1.3,0.1,3.3,68,0.6,51.2,20.5
2018,22021,Louisiana,Caldwell,2018,51,50,55,43,42,64,34,26,,11895,11099,,12606,,,,,21,4.5,22,18,38,7.6,15,208,82,81,82,,93,39.1,7.6,,75694,11366,6.7,,,3,16,,28,,,13,,33,35428,18,23,,16.4,0.4,0.3,0,2.9,79.1,1.3,48.5,100
2018,22023,Louisiana,Cameron,2018,1,2,1,1,2,15,1,5,,6246,,,,,,,,15,3.5,16,21,34,9,13,38,82,,,,93,66.5,4.4,,110661,26906,4.1,,,6,7,,26,,,12,,31,52479,26,26,,3.8,0.7,0.3,0,3.5,90.6,0.6,50.2,100
2018,22025,Louisiana,Catahoula,2018,62,53,64,42,38,54,58,4,,14935,16567,,15000,,,,,21,4.3,22,17,33,6.5,16,223,79,74,81,,73,39,9.3,,88071,13326,6.6,,,11,18,,17,,,13,,36,33154,49,49,,30.5,0.5,0.1,0,1.6,66.3,0.1,46.9,100
2018,22027,Louisiana,Claiborne,2018,49,54,17,61,55,47,49,56,,9029,10963,,7124,,,,,25,4.8,24,15,35,6.2,16,285,84,83,86,,83,37.8,6.7,,64808,11039,5.9,,,7,21,,40,,,14,,31,34228,28,28,,51.1,0.5,0.5,0,1.5,45.3,0,43.5,82.4
2018,22029,Louisiana,Concordia,2018,58,58,51,59,58,50,56,38,,11527,12980,,11039,,,,,26,4.7,24,16,37,5.3,16,344,73,74,72,,74,40.6,8.3,,64681,12244,5.3,,,15,23,,36,,,14,,35,32685,46,45,,39.8,0.5,0.4,0,1.5,56.9,0.2,49.1,33.5
2018,22031,Louisiana,De Soto,2018,34,44,14,58,52,39,29,55,,8983,11493,,7836,,,,,22,4.4,21,16,39,6.4,15,555,82,81,82,,96,49.5,7.4,,93552,13359,7,,,9,19,,48,,,14,,31,43325,45,43,,36.4,1.1,0.4,0,2.8,58.4,0.7,51.5,77.3
2018,22033,Louisiana,East Baton Rouge,2018,26,5,26,25,3,1,18,32,,9790,13357,5887,6969,,,,,20,3.8,17,18,32,6.5,12,3505,84,82,86,,71,67.7,5.1,,106499,19281,5.5,,,11,18,,97,,,12,,27,50451,57,53,,46.1,0.3,3.4,0,4,45.1,1.4,52.2,6.9
2018,22035,Louisiana,East Carroll,2018,64,64,63,64,63,51,64,60,,13321,15213,,10821,,,,,38,6,32,13,38,3.5,14,137,85,86,82,,,38,11.7,,45852,9726,4.7,,,12,34,,59,,,14,,33,25810,62,60,,68.1,0.4,0.6,0,2.5,27.7,0.1,46,34.6
2018,22037,Louisiana,East Feliciana,2018,24,22,34,16,16,22,26,29,,10148,11715,,8921,,,,,20,3.9,19,18,36,7.2,12,331,83,89,80,,78,36.3,5.7,,93985,19191,4.9,,,6,17,,46,,,16,,30,46172,14,13,,43.5,0.5,0.4,0,1.7,52.9,0.1,45.9,100
2018,22039,Louisiana,Evangeline,2018,50,57,50,53,60,58,48,39,,10977,12389,,10957,,,,,25,4.8,24,17,40,6,16,579,74,79,73,,80,38.2,7.4,,72096,13623,5.3,,,15,19,,43,,,13,,34,34440,44,40,,27.5,0.4,0.4,0,3.7,66.9,2.5,48.9,61.1
2018,22041,Louisiana,Franklin,2018,56,60,57,56,59,60,57,6,,12032,17165,,9459,,,,,23,4.6,24,16,38,6.4,17,387,76,82,74,,78,37.6,9.1,,74836,12822,5.8,,,6,21,,38,,,14,,39,31873,48,49,,31.7,0.3,0.4,0.1,1.5,65.3,0.2,51.5,74.2
2018,22043,Louisiana,Grant,2018,11,25,16,4,21,36,22,25,,9025,9464,,9632,,,,,17,3.8,19,19,36,7.7,13,386,84,79,85,,85,38.2,7,,81417,16597,4.9,,,7,13,,70,,,12,,29,42948,78,60,,15.3,1.1,0.5,0,4.9,76.7,1.4,43.9,85.6
2018,22045,Louisiana,Iberia,2018,30,45,28,35,34,26,55,22,,9886,13360,,8700,,,,,21,4.2,20,18,35,7,16,1390,82,81,82,,76,43.2,9.4,,92321,17627,5.2,,,8,17,,83,,,14,,32,41604,42,36,,32,0.6,3,0.1,4.1,58.9,1.7,51.2,28.1
2018,22047,Louisiana,Iberville,2018,42,38,49,39,40,18,47,48,,10929,12769,,10014,,,,,21,4.1,21,17,40,7.1,13,335,83,78,88,,81,45.9,6.8,,94949,16406,5.8,,,4,18,,66,,,14,,28,41679,19,18,,48.2,0.3,0.4,0,2.6,47.7,0.1,49.1,59.2
2018,22049,Louisiana,Jackson,2018,37,23,38,37,17,46,16,33,,10274,12507,,9491,,,,,22,4.3,21,15,33,6.4,13,366,83,85,82,,93,37.3,5.7,,82831,13904,6,,,11,18,,35,,,14,,34,41192,42,41,,28.8,0.4,0.3,0,1.6,67.5,0.9,48.7,65.5
