Year,FIPS,State,County,Year,health_outcomes_rank,health_factors_rank,life_length_rank,life_quality_rank,health_behav_rank,clinical_care_rank,socio_econ_fact_rank,physical_env_rank,premature_deaths,premature_death_ypll_rate,ypll_black,ypll_hispanic,ypll_white,life_expectancy,life_expectancy_black,life_expectancy_hispanic,life_expectancy_white,poor_or_fair_health_percent,poor_physical_health_days_avg,adult_smoking_percent,excessive_drinking_percent,adult_obesity_percent,food_env_index,uninsured_percent,number_of_diabetics,percent_receiving_hba1c,percent_receiving_hba1c_black,percent_receiving_hba1c_white,AFGR,hs_grad_rate,PSED_completion_rate,unemployed_percent,income_inequality_GINI,income_ineq_80th_percentile_income,income_ineq_20th_percentile_income,income_ineq_income_ratio,percent_no_emo_social_support,percent_access_healthy_food_access,percent_limited_access_healthy_food_access,percent_food_insecure,percent_fast_food,access_exercise_opp_percent,access_rec_fac_rate,park_access_percent,diabetic_percent,binge_drinking_percent,physical_inactivity_percent,median_household_income,res_segregation_index_black_white,res_segregation_index_nonwh_white,liquor_store_density_rate,african_american_percent,american_indian_percent,asian_percent,pacific_islander_percent,hispanic_percent,nonhispanic_white_percent,not_eng_prof_percent,female,rural
2012,22107,Louisiana,Tensas,2012,57,61,58,24,29,54,63,16,112,13425,,,,,,,,20,2.9,,,36,,28,90,80,,,65,,21.3,15.1,,,,,,33,34,,25,,0,,14,,34,26976,,,,56.2,0.2,0.2,0,3.1,,1.2,49.6,100
2012,22109,Louisiana,Terrebonne,2012,27,32,30,28,58,18,24,37,1588,10527,,,,,,,,21,3.9,25,19,39,,20,1471,83,,,66,,39,5.5,,,,,27,58,26,,49,,10.1,,13,,33,47847,,,,18.3,5.3,1,0,3,,2.6,50.7,25
2012,22111,Louisiana,Union,2012,36,55,42,30,56,57,46,27,394,11233,,,,,,,,24,4.6,26,10,36,,21,411,73,,,56,,39.5,8.6,,,,,22,50,33,,56,,8.9,,14,,36,36863,,,,27,0.2,0.3,0,3.9,,1.3,51.5,85.8
2012,22113,Louisiana,Vermilion,2012,15,21,14,20,23,46,16,5,771,9691,,,,,,,,20,4,24,19,34,,22,825,77,,,81,,36.1,7.1,,,,,21,83,1,,50,,10.7,,11,,28,43498,,,,14.6,0.3,2.5,0,2.2,,4.8,51.2,56.8
2012,22115,Louisiana,Vernon,2012,10,25,11,8,49,47,9,25,584,9357,,,,,,,,19,4.2,24,14,36,,20,823,80,,,79,,51.7,6.9,,,,,19,38,7,,57,,2.1,,11,,29,43752,,,,13,1.5,2.1,0.4,9,,2.2,49.2,47
2012,22117,Louisiana,Washington,2012,61,56,61,57,62,39,53,10,916,13848,,,,,,,,24,5,31,11,35,,23,871,78,,,74,,37,9.8,,,,,28,75,6,,45,,4.4,,15,,36,30950,,,,31,0.3,0.2,0,1.5,,0.5,51.1,62.4
2012,22119,Louisiana,Webster,2012,45,30,48,33,41,27,33,19,735,11675,,,,,,,,20,3.8,25,9,36,,21,694,77,,,68,,37.3,8,,,,,22,33,2,,65,,2.5,,14,,32,35861,,,,33,0.4,0.3,0,1.6,,0.6,51.7,53.2
2012,22121,Louisiana,West Baton Rouge,2012,47,13,41,49,12,22,19,28,340,11192,,,,,,,,22,4.1,21,,32,,18,192,74,,,70,,50.5,8.2,,,,,23,50,15,,59,,17.7,,12,,29,46783,,,,35.6,0.2,0.2,0,2.5,,1.6,50.7,39.6
2012,22123,Louisiana,West Carroll,2012,25,58,26,23,42,62,57,49,174,10297,,,,,,,,21,3.3,28,16,32,,24,273,82,,,67,,35.7,16.1,,,,,,100,2,,78,,0,,13,,33,32143,,,,18.3,0.4,0.2,0,2.1,,2,48.9,100
2012,22125,Louisiana,West Feliciana,2012,11,7,36,1,1,28,21,18,212,10862,,,,,,,,16,3,14,10,33,,24,110,83,,,72,,26.8,8.3,,,,,,100,29,,25,,0,,12,,30,48917,,,,49.2,0.2,0.2,0,1.2,,0.7,34.1,100
2012,22127,Louisiana,Winn,2012,32,47,33,40,27,63,38,6,257,10684,,,,,,,,22,5.5,24,11,33,,25,379,71,,,64,,29.7,8.2,,,,,14,25,8,,53,,6.5,,11,,37,33447,,,,31.3,0.6,0.2,0.1,1.4,,0.6,46.9,64.4
2013,22000,Louisiana,,2013,,,,,,,,,62429,9555,,,,,,,,20,3.8,22,15,33,,21,51113,81,,,71,,52.7,7.3,,,,,23,,10,,52,,9.1,23,12,,30,41804,,,,32,0.7,1.6,0.1,4.4,60,1.3,51.1,26.8
2013,22001,Louisiana,Acadia,2013,45,19,53,22,23,30,23,1,1004,11697,,,,,,,,20,4.1,22,18,33,,21,1095,82,,,75,,39.7,6.3,,,,,27,,1,,64,,11.3,31,10,,32,34960,,,,18.3,0.3,0.2,0,1.9,78,0.7,51.3,51.7
2013,22003,Louisiana,Allen,2013,16,45,2,57,44,48,30,41,304,6908,,,,,,,,24,6.5,23,9,38,,22,384,76,,,82,,32.8,9.9,,,,,27,,18,,59,,3.9,23,12,,34,34586,,,,23.6,2.5,0.7,0,1.5,70,1.8,43.7,69.4
2013,22005,Louisiana,Ascension,2013,7,2,11,7,8,3,3,26,1083,8051,,,,,,,,18,3.8,19,20,32,,16,661,83,,,81,,57.5,6.8,,,,,20,,11,,57,,13.9,9,9,,28,63305,,,,22.5,0.4,1,0.1,4.8,70,1.3,50.7,13.2
2013,22007,Louisiana,Assumption,2013,39,29,30,55,14,17,46,44,357,9693,,,,,,,,23,5,23,11,33,,18,326,85,,,73,,32.3,10.9,,,,,25,,13,,75,,4.3,,12,,30,44770,,,,29.9,0.6,0.3,0.1,2.3,66,0.7,51.1,45
2013,22009,Louisiana,Avoyelles,2013,44,51,40,51,58,40,49,47,704,10346,,,,,,,,26,4.7,25,13,37,,20,693,82,,,62,,37.1,8.3,,,,,23,,11,,65,,2.4,6,12,,37,31733,,,,29.3,1.2,0.4,0,1.6,66,0.5,49.9,63.8
2013,22011,Louisiana,Beauregard,2013,21,21,25,18,37,32,12,50,521,9529,,,,,,,,24,4.3,26,12,33,,21,664,85,,,87,,47,7.9,,,,,18,,15,,59,,5.6,7,12,,31,43673,,,,13.3,1.1,0.7,0.1,3.1,80,0.3,49.1,66.5
2013,22013,Louisiana,Bienville,2013,62,50,61,50,63,34,38,60,278,13119,,,,,,,,23,3.7,26,18,39,,20,262,85,,,80,,42.1,8.9,,,,,22,,12,,67,,0,,13,,30,30750,,,,42.1,0.4,0.2,0,1.7,54,0,51.9,79.8
2013,22015,Louisiana,Bossier,2013,9,12,6,16,30,13,8,21,1358,7538,,,,,,,,18,3.5,29,18,31,,19,1480,82,,,78,,59.5,5.7,,,,,20,,7,,56,,11.1,6,12,,27,50577,,,,21,0.7,1.8,0.2,6.1,69,1.4,50.9,24.3
2013,22017,Louisiana,Caddo,2013,47,31,47,43,22,9,39,62,3923,11115,,,,,,,,18,3.7,22,13,32,,21,3177,80,,,62,,55.2,7.2,,,,,24,,14,,55,,9.4,28,12,,31,39948,,,,47,0.5,1.1,0.1,2.6,48,0.5,52.5,14.4
2013,22019,Louisiana,Calcasieu,2013,24,14,35,20,31,4,14,15,2859,10031,,,,,,,,19,3.7,23,16,35,,18,2741,83,,,78,,51.7,6.9,,,,,20,,8,,62,,6.7,29,12,,30,41065,,,,25,0.5,1.1,0.1,2.7,69,0.7,51.3,20.5
2013,22021,Louisiana,Caldwell,2013,37,47,43,25,40,59,35,9,214,10754,,,,,,,,22,5,21,14,38,,21,218,79,,,72,,32.7,8.9,,,,,,,4,,44,,9.9,3,12,,32,36415,,,,17.6,0.2,0.2,0,2.3,79,0.3,48.7,100
2013,22023,Louisiana,Cameron,2013,2,6,1,5,5,29,2,49,75,6601,,,,,,,,20,2.7,20,15,33,,23,75,88,,,91,,44.5,5.8,,,,,,,10,,,,0,,11,,25,54318,,,,2.3,0.6,0.2,0,2.8,93,0.3,50.1,100
2013,22025,Louisiana,Catahoula,2013,61,60,60,60,51,54,60,64,195,12437,,,,,,,,23,4.8,25,8,34,,25,261,79,,,59,,28.1,10,,,,,25,,8,,100,,0,7,13,,35,31678,,,,31.4,0.4,0,0,1,67,0.6,47.1,100
2013,22027,Louisiana,Claiborne,2013,34,41,38,36,33,41,43,32,270,10141,,,,,,,,21,3.8,23,14,34,,21,283,82,,,82,,40,8.9,,,,,18,,4,,64,,5.8,4,14,,33,34084,,,,50.3,0.4,0.3,0,1.2,47,0.2,44.1,82.4
2013,22029,Louisiana,Concordia,2013,59,54,54,61,21,51,56,46,377,11812,,,,,,,,22,4.2,22,8,33,,23,185,72,,,71,,34.9,11.1,,,,,22,,11,,64,,9.6,10,12,,33,29373,,,,40.4,0.4,0.3,0,1.2,57,0.5,49.6,33.5
2013,22031,Louisiana,De Soto,2013,54,52,51,49,61,49,40,36,455,11669,,,,,,,,20,3.8,28,13,37,,22,459,73,,,77,,45.6,7.8,,,,,25,,10,,47,,7.5,,13,,32,40507,,,,38.7,0.9,0.2,0.1,2.9,56,0.7,51.9,77.3
2013,22033,Louisiana,East Baton Rouge,2013,18,7,23,11,3,1,22,11,5335,9403,,,,,,,,16,3.1,18,14,32,,18,3460,81,,,69,,66.7,7.2,,,,,22,,11,,56,,14.7,42,11,,26,45924,,,,45.2,0.3,3,0,3.8,47,1.4,51.9,6.9
2013,22035,Louisiana,East Carroll,2013,64,64,63,59,52,58,64,42,151,15615,,,,,,,,26,3.1,,9,36,,23,137,86,,,64,,27.3,15.5,,,,,,,6,,40,,0,,14,,33,25163,,,,67.9,0.3,0.5,0,1.9,29,0.3,46.1,34.6
2013,22037,Louisiana,East Feliciana,2013,22,30,33,19,26,26,28,54,352,9884,,,,,,,,24,2.7,24,7,35,,19,287,78,,,71,,38,8.7,,,,,20,,9,,64,,5,,13,,28,38478,,,,44.6,0.3,0.3,0,1.1,53,0.2,46.3,100
2013,22039,Louisiana,Evangeline,2013,52,44,52,48,36,47,37,28,581,11670,,,,,,,,25,4.6,25,15,33,,19,540,69,,,67,,36.2,8.3,,,,,21,,8,,65,,2.9,12,11,,30,32099,,,,28.3,0.3,0.4,0,2.4,68,1.9,49.6,61.1
2013,22041,Louisiana,Franklin,2013,43,61,37,54,64,62,57,33,353,10126,,,,,,,,29,4.5,29,15,36,,25,341,81,,,63,,33.9,11.9,,,,,22,,6,,59,,4.8,16,12,,37,29025,,,,31.2,0.2,0.2,0,1.1,67,0.1,51.5,74.2
2013,22043,Louisiana,Grant,2013,38,35,24,53,55,43,18,55,307,9460,,,,,,,,27,5.8,32,12,32,,21,346,80,,,79,,38.9,7.3,,,,,25,,8,,67,,0,,12,,33,39539,,,,16,1.1,0.3,0,4.4,77,1.4,44.1,85.6
2013,22045,Louisiana,Iberia,2013,29,23,32,35,27,14,33,19,1049,9841,,,,,,,,25,4.2,22,14,34,,21,1261,82,,,70,,38.8,7,,,,,25,,5,,61,,5.5,14,12,,31,40626,,,,32,0.4,2.5,0,3.4,61,1.7,51.1,28.1
2013,22047,Louisiana,Iberville,2013,25,34,19,44,20,18,55,16,449,9060,,,,,,,,22,4.1,19,14,37,,19,332,79,,,56,,38.6,10.8,,,,,21,,3,,52,,3,21,13,,33,37832,,,,48.6,0.2,0.4,0,2.2,48,1,49,59.2
2013,22049,Louisiana,Jackson,2013,28,25,29,33,24,45,15,51,295,9688,,,,,,,,24,5.1,25,10,31,,21,288,84,,,81,,45.5,8,,,,,22,,10,,67,,6.1,8,11,,34,36032,,,,29.8,0.2,0.2,0,1.4,67,0.4,49.2,65.5
2013,22051,Louisiana,Jefferson,2013,15,9,16,17,10,8,21,3,5719,8632,,,,,,,,20,3.9,21,14,32,,23,2804,81,,,67,,55.7,6.8,,,,,23,,4,,51,,10.2,49,12,,29,43700,,,,26.2,0.6,4,0.1,12.7,56,3.7,51.4,1.1
2013,22053,Louisiana,Jefferson Davis,2013,49,28,57,26,49,35,13,29,535,12023,,,,,,,,21,4.6,28,16,34,,20,561,82,,,86,,41.4,6.1,,,,,23,,3,,78,,6.3,29,13,,32,38723,,,,17.4,0.6,0.3,0,1.9,78,0.8,51.1,50.7
2013,22055,Louisiana,Lafayette,2013,5,4,8,6,7,6,9,5,2443,7909,,,,,,,,16,3.4,22,21,29,,20,2294,78,,,74,,60.9,5.5,,,,,20,,9,,52,,11.7,19,8,,25,47138,,,,25.7,0.4,1.5,0,4,67,1.7,51.3,8.3
2013,22057,Louisiana,Lafourche,2013,11,15,14,9,32,27,7,8,1198,8391,,,,,,,,19,3.6,22,15,36,,23,1127,84,,,79,,44.4,5.3,,,,,20,,10,,52,,9.3,4,13,,31,48180,,,,13.4,2.8,0.8,0.1,4,78,1.7,50.9,24.2
2013,22059,Louisiana,La Salle,2013,8,22,21,2,16,61,11,56,219,9264,,,,,,,,15,3,,7,33,,21,260,75,,,74,,38.9,5.4,,,,,18,,3,,80,,0,,12,,32,42576,,,,12.2,1.1,0.2,0,2.4,83,0.5,48.5,73.2
2013,22061,Louisiana,Lincoln,2013,13,10,12,14,6,12,19,40,494,8233,,,,,,,,22,4,16,12,34,,22,481,85,,,85,,63.1,8.7,,,,,20,,16,,50,,8.5,19,11,,31,34497,,,,40.8,0.3,1.8,0.1,2.7,53,1.2,51.3,40.7
2013,22063,Louisiana,Livingston,2013,17,8,22,10,15,23,6,13,1622,9400,,,,,,,,20,4.3,24,16,31,,20,926,82,,,79,,54.1,7,,,,,22,,5,,55,,10.1,2,10,,30,53700,,,,5.8,0.4,0.5,0,3.1,89,0.5,50.5,41.1
2013,22065,Louisiana,Madison,2013,60,63,62,32,60,57,62,48,213,13509,,,,,,,,18,2.7,23,12,37,,24,139,72,,,68,,36.1,11.3,,,,,,,2,,55,,0,,13,,35,23240,,,,60.3,0.2,0.3,0,1.7,37,0.1,50.5,22.4
2013,22067,Louisiana,Morehouse,2013,56,58,50,63,46,33,61,63,488,11346,,,,,,,,25,5.2,21,6,38,,22,423,79,,,62,,33.1,13.7,,,,,25,,14,,65,,0,23,13,,36,26778,,,,47.1,0.2,0.4,0,1,50,0.2,52.1,50
2013,22069,Louisiana,Natchitoches,2013,36,49,31,46,45,39,52,45,554,9781,,,,,,,,21,4.3,25,13,36,,23,560,79,,,69,,46.7,8.4,,,,,26,,15,,42,,7.6,14,12,,33,32203,,,,41.5,1,0.6,0,1.9,54,0.3,52.3,50.1
2013,22071,Louisiana,Orleans,2013,48,16,45,45,11,15,36,14,4709,11091,,,,,,,,18,3.6,20,18,30,,23,2228,77,,,94,,63.1,8.8,,,,,25,,12,,39,,8,60,12,,29,34851,,,,59.2,0.4,2.9,0.1,5.2,31,2.2,51.8,0.6
2013,22073,Louisiana,Ouachita,2013,30,27,26,41,13,21,41,52,2129,9585,,,,,,,,20,3.6,22,12,32,,23,1782,80,,,71,,53.6,7.7,,,,,24,,19,,55,,9.7,3,13,,30,35770,,,,36.6,0.3,1,0,1.9,59,0.5,52.1,24.2
2013,22075,Louisiana,Plaquemines,2013,4,11,10,4,19,38,4,20,261,8048,,,,,,,,19,3.3,24,17,34,,21,143,78,,,82,,59.5,6.9,,,,,26,,14,,52,,8.6,6,13,,31,52259,,,,20.9,1.7,3.4,0.2,5.3,67,0.9,49.8,19.5
2013,22077,Louisiana,Pointe Coupee,2013,20,18,28,13,4,28,44,23,336,9634,,,,,,,,12,2.6,14,12,32,,20,248,81,,,59,,39.4,9,,,,,21,,6,,54,,4.4,13,13,,31,40052,,,,36.3,0.2,0.3,0,2.4,60,0.4,51.6,57.8
2013,22079,Louisiana,Rapides,2013,31,17,39,24,17,7,29,37,2003,10284,,,,,,,,21,3.9,23,11,33,,20,2110,82,,,68,,51,7.1,,,,,21,,15,,57,,7.6,12,14,,31,36624,,,,31.9,0.8,1.3,0,2.7,62,0.8,51.8,39.5
2013,22081,Louisiana,Red River,2013,53,55,49,56,50,63,47,30,158,11293,,,,,,,,,4.8,,,35,,23,134,75,,,64,,44,8.1,,,,,,,8,,50,,0,,13,,33,32650,,,,39.7,0.4,0.2,0,1.4,58,0.1,52,100
2013,22083,Louisiana,Richland,2013,50,43,56,30,29,36,51,31,361,11987,,,,,,,,21,3.7,21,9,36,,24,389,82,,,72,,38.5,10.1,,,,,28,,5,,44,,4.8,9,12,,30,32148,,,,35.7,0.4,0.3,0,1.8,61,0.1,51.7,66
2013,22085,Louisiana,Sabine,2013,41,42,20,64,38,56,25,53,383,9154,,,,,,,,25,5.7,22,12,36,,23,444,75,,,72,,41.8,6.8,,,,,33,,11,,56,,0,3,15,,33,37875,,,,16.8,8.5,0.3,0,3.4,69,0.5,50.3,88.2
2013,22087,Louisiana,St. Bernard,2013,55,37,44,62,25,55,26,61,501,11059,,,,,,,,26,4.4,24,21,33,,26,201,80,,,68,,48.2,7.8,,,,,,,18,,42,,8.2,26,11,,32,38068,,,,18.9,0.8,2.1,0.1,9.4,67,2.3,49.7,4.3
2013,22089,Louisiana,St. Charles,2013,6,3,5,8,9,5,5,17,570,7529,,,,,,,,17,3.6,20,19,33,,15,345,83,,,79,,54.7,6.7,,,,,17,,15,,55,,13.3,9,11,,29,54860,,,,26.5,0.4,0.9,0,5.1,66,0.9,50.6,11.5
2013,22091,Louisiana,St. Helena,2013,51,57,59,27,43,53,59,34,211,12209,,,,,,,,,4,,,37,,23,103,79,,,58,,35.1,12.8,,,,,,,4,,60,,0,4,14,,34,33721,,,,52.8,0.4,0.2,0,1.3,45,0,50.8,100
2013,22093,Louisiana,St. James,2013,12,38,7,23,39,11,53,4,277,7637,,,,,,,,23,3.8,21,25,36,,17,182,79,,,75,,43.5,12.1,,,,,30,,5,,58,,13.6,1,13,,33,43701,,,,50.2,0.2,0.3,0,1.4,47,0.6,51.1,27.7
2013,22095,Louisiana,St. John the Baptist,2013,35,26,36,37,35,22,27,24,673,10072,,,,,,,,21,3.8,20,15,39,,19,507,79,,,64,,52.2,9.3,,,,,22,,14,,60,,10.9,7,12,,32,50483,,,,53,0.4,0.8,0.1,4.9,40,1.3,51,13.4
2013,22097,Louisiana,St. Landry,2013,57,48,58,52,62,16,45,25,1468,12106,,,,,,,,25,4.3,25,15,38,,20,1565,78,,,68,,36.5,7.8,,,,,25,,6,,63,,6,12,14,,33,33750,,,,41.5,0.4,0.5,0,1.7,55,0.6,52.1,48.2
2013,22099,Louisiana,St. Martin,2013,26,40,18,47,54,37,34,7,711,8880,,,,,,,,24,4.4,27,19,36,,21,698,80,,,70,,37.7,6.9,,,,,23,,3,,54,,5.7,6,12,,30,38826,,,,30.7,0.5,0.8,0,2.3,65,1.5,50.7,49.6
2013,22101,Louisiana,St. Mary,2013,32,39,34,34,53,24,42,10,840,9950,,,,,,,,22,4.2,24,15,38,,23,933,87,,,70,,37.6,9.2,,,,,23,,11,,54,,11,8,13,,33,38813,,,,32.4,1.9,1.8,0.1,5.6,57,2.2,50.6,13
2013,22103,Louisiana,St. Tammany,2013,3,1,3,3,2,2,1,12,2672,7253,,,,,,,,15,3.3,21,20,28,,18,1651,82,,,80,,66,5.7,,,,,17,,6,,46,,11.5,8,10,,24,57694,,,,11.8,0.5,1.4,0,4.9,80,0.8,51.3,23.2
2013,22105,Louisiana,Tangipahoa,2013,46,33,46,40,34,25,50,22,1857,11093,,,,,,,,24,3.9,22,13,36,,21,1429,83,,,72,,53,9,,,,,23,,11,,48,,9.1,6,11,,32,38420,,,,30,0.4,0.7,0.1,3.6,64,1.1,51.5,40.9
2013,22107,Louisiana,Tensas,2013,63,62,64,31,41,50,63,59,106,15780,,,,,,,,22,3,,,36,,27,121,85,,,58,,25,13.6,,,,,,,33,,25,,0,1,14,,34,26903,,,,55.9,0.1,0.2,0,1.5,42,0.9,52.3,100
2013,22109,Louisiana,Terrebonne,2013,27,32,27,29,57,20,24,6,1543,9604,,,,,,,,22,4.1,23,20,39,,21,1516,84,,,71,,38.6,5.4,,,,,27,,12,,51,,9.8,10,13,,33,45054,,,,19,5.5,1.1,0.1,4.2,69,0.9,50.5,20.6
2013,22111,Louisiana,Union,2013,40,53,41,38,56,52,48,39,390,10570,,,,,,,,24,4.6,26,10,36,,23,452,78,,,61,,39.5,8,,,,,22,,7,,59,,13.2,3,14,,36,34958,,,,26.9,0.4,0.2,0.1,4.2,68,0.3,50.9,82.9
2013,22113,Louisiana,Vermilion,2013,10,20,9,15,18,44,20,2,716,7948,,,,,,,,19,3.8,23,18,34,,21,899,77,,,79,,36.1,6.6,,,,,21,,2,,42,,8.6,12,11,,28,39091,,,,14.5,0.4,2.1,0,2.7,79,2,51.4,54.6
2013,22115,Louisiana,Vernon,2013,14,24,15,12,47,46,10,38,605,8453,,,,,,,,20,4.6,25,14,36,,19,871,77,,,81,,52.1,7.7,,,,,19,,15,,62,,1.9,2,11,,29,45726,,,,14.5,1.5,2,0.5,7.8,71,0.6,48.8,49.9
2013,22117,Louisiana,Washington,2013,58,56,55,58,59,42,54,43,868,11895,,,,,,,,26,5.3,29,10,35,,22,902,80,,,75,,37,9.9,,,,,28,,10,,51,,4.2,4,15,,36,29443,,,,31,0.4,0.3,0,2,66,0.3,50.5,66.7
2013,22119,Louisiana,Webster,2013,42,36,48,28,42,31,31,57,788,11170,,,,,,,,19,3.8,26,9,36,,21,747,82,,,73,,39.5,7.9,,,,,22,,10,,66,,2.4,18,14,,32,35908,,,,33.3,0.4,0.4,0,1.8,63,0.2,51.3,53
2013,22121,Louisiana,West Baton Rouge,2013,19,13,13,42,12,19,17,18,284,8242,,,,,,,,21,4.2,22,,32,,18,202,78,,,70,,55.5,7.8,,,,,23,,4,,67,,16.7,23,12,,29,46155,,,,37.7,0.2,0.5,0,2.7,58,0.6,50.8,30.5
2013,22123,Louisiana,West Carroll,2013,33,59,42,21,48,64,58,35,212,10665,,,,,,,,23,3.6,30,15,32,,24,276,80,,,75,,33,15.8,,,,,,,3,,67,,8.6,12,13,,33,27781,,,,16.2,0.5,0.3,0,2.9,79,1.1,50,100
2013,22125,Louisiana,West Feliciana,2013,1,5,4,1,1,10,16,27,199,7429,,,,,,,,,3.5,11,8,33,,17,114,77,,,79,,33,8.3,,,,,,,20,,20,,0,2,12,,30,49479,,,,46.2,0.2,0.3,0,1.7,51,0.5,34.5,100
2013,22127,Louisiana,Winn,2013,23,46,17,39,28,60,32,58,264,8864,,,,,,,,23,5.6,24,12,33,,22,294,76,,,75,,35.9,8.4,,,,,14,,13,,54,,6.5,11,11,,37,33875,,,,30.6,0.7,0.3,0,1.7,66,0.2,47.5,64.9
2014,22000,Louisiana,,2014,,,,,,,,,62429,9555,,,,,,,,20,3.8,22,16,34,7,20,52870,81,,,,72,54,6.4,,,,,23,,10,17,,63,,,12,,30,42998,,,,32,0.7,1.6,0.1,4.4,60.1,1.3,51.1,26.8
2014,22001,Louisiana,Acadia,2014,41,23,53,19,32,30,24,10,1004,11697,,,,,,,,20,3.8,24,18,32,8,20,1148,81,,,,75,41.8,5.6,,,,,27,,1,13,,32,,,10,,37,36923,,,,18.2,0.3,0.2,0,1.8,78.4,0.9,51.3,51.7
2014,22003,Louisiana,Allen,2014,21,39,2,61,43,52,25,6,304,6908,,,,,,,,25,6.6,21,14,38,6,22,392,80,,,,82,35,8.5,,,,,27,,18,15,,36,,,13,,37,36082,,,,23.3,2.5,0.7,0,1.5,70.7,2.6,43.7,69.4
2014,22005,Louisiana,Ascension,2014,6,2,11,5,7,3,3,61,1083,8051,,,,,,,,18,3.6,19,22,35,8,15,681,83,,,,80,59.4,5.7,,,,,20,,11,11,,37,,,10,,27,65271,,,,22.3,0.4,1,0.1,4.8,70.6,1.2,50.7,13.2
2014,22007,Louisiana,Assumption,2014,34,26,30,43,11,17,37,60,357,9693,,,,,,,,19,4.6,20,12,33,7,19,345,87,,,,73,36.7,8.4,,,,,25,,13,16,,38,,,12,,30,41472,,,,30,0.6,0.3,0.1,2.1,66.2,0.9,51.2,45
2014,22009,Louisiana,Avoyelles,2014,45,52,40,53,58,58,47,4,704,10346,,,,,,,,26,5.2,27,14,39,7,22,692,78,,,,64,37.6,7.2,,,,,23,,11,17,,19,,,14,,35,32582,,,,29.2,1.2,0.4,0,1.5,66.3,0.3,49.9,63.8
2014,22011,Louisiana,Beauregard,2014,20,17,25,12,36,36,12,12,521,9529,,,,,,,,23,3.9,26,11,33,7,20,702,84,,,,86,50,7,,,,,18,,15,11,,13,,,13,,32,44303,,,,12.9,1.1,0.7,0.1,3,80.3,0.3,49,66.5
2014,22013,Louisiana,Bienville,2014,62,43,61,62,56,32,35,25,278,13119,,,,,,,,27,4.7,26,17,39,6,20,263,89,,,,78,47.3,7.4,,,,,22,,12,18,,25,,,14,,33,31732,,,,42.1,0.4,0.2,0,1.5,54.7,0,51.8,79.8
2014,22015,Louisiana,Bossier,2014,8,7,6,11,18,19,5,20,1358,7538,,,,,,,,17,3.2,26,16,34,8,19,1541,82,,,,77,59.8,5.4,,,,,20,,7,12,,64,,,11,,26,52725,,,,20.7,0.6,1.8,0.2,6.1,69.2,1.3,50.8,24.3
2014,22017,Louisiana,Caddo,2014,44,31,47,35,31,10,36,54,3923,11115,,,,,,,,17,3.4,22,13,34,6,21,3284,80,,,,61,56.3,6.7,,,,,24,,14,18,,65,,,13,,34,40455,,,,47.2,0.5,1.2,0.1,2.5,47.5,0.6,52.5,14.4
2014,22019,Louisiana,Calcasieu,2014,28,8,35,24,16,6,13,3,2859,10031,,,,,,,,20,4,22,15,35,8,19,2789,85,,,,78,53.9,5.9,,,,,20,,8,14,,66,,,13,,31,44307,,,,24.9,0.5,1.1,0.1,2.7,69.3,0.6,51.3,20.5
2014,22021,Louisiana,Caldwell,2014,56,55,43,64,61,59,42,24,214,10754,,,,,,,,29,5.7,29,,41,8,22,219,80,,,,73,33.3,7.4,,,,,,,4,15,,11,,,13,,36,34845,,,,17.1,0.2,0.2,0,2.3,79.3,0.3,48.6,100
2014,22023,Louisiana,Cameron,2014,7,9,1,27,45,25,2,7,75,6601,,,,,,,,25,4.6,31,,36,9,19,76,82,,,,93,47.9,5.3,,,,,,,10,7,,15,,,12,,27,50016,,,,1.8,0.6,0.2,0,2.7,94.2,0.2,50.2,100
2014,22025,Louisiana,Catahoula,2014,61,57,60,59,51,51,58,2,195,12437,,,,,,,,24,4.5,28,10,36,7,24,228,85,,,,58,28.6,8.5,,,,,25,,8,17,,27,,,12,,35,31389,,,,31.2,0.4,0,0,0.9,66.7,0.5,47.2,100
2014,22027,Louisiana,Claiborne,2014,38,47,38,41,33,57,49,38,270,10141,,,,,,,,22,3.9,23,12,36,7,21,283,77,,,,83,40,7.7,,,,,18,,4,20,,39,,,15,,34,32678,,,,50.3,0.4,0.4,0,1.2,46.9,0.2,44.1,82.4
2014,22029,Louisiana,Concordia,2014,55,53,54,52,38,44,57,34,377,11812,,,,,,,,19,4.2,23,10,35,6,22,192,79,,,,70,36.1,9.7,,,,,22,,11,22,,29,,,13,,32,29778,,,,40.4,0.3,0.3,0,1.1,57.2,0.4,49.7,33.5
2014,22031,Louisiana,De Soto,2014,53,50,51,51,57,38,43,40,455,11669,,,,,,,,19,3.3,28,12,37,7,20,501,78,,,,76,48.2,8.3,,,,,25,,10,16,,42,,,13,,32,38085,,,,38.7,0.9,0.2,0,2.6,56.8,0.8,51.9,77.3
2014,22033,Louisiana,East Baton Rouge,2014,15,4,23,9,4,1,21,30,5335,9403,,,,,,,,16,3.2,17,15,34,7,18,3492,83,,,,68,67.1,6.3,,,,,22,,11,17,,96,,,12,,25,47389,,,,45.4,0.3,3,0,3.7,46.6,1.2,51.9,6.9
2014,22035,Louisiana,East Carroll,2014,64,64,63,57,64,56,64,52,151,15615,,,,,,,,27,3.2,27,8,42,4,21,143,85,,,,,28.8,15.7,,,,,,,6,31,,2,,,15,,34,24688,,,,68.1,0.3,0.6,0,1.7,28.7,0.3,46.2,34.6
